#Fusion Events Log:
#evnt, fam1, fam2, gen, spliceLoc
0	4	13	3	237
1	1	9	2	177
2	4	10	4	143
3	8	15	3	119
4	10	9	2	51
5	12	1	0	203
6	2	6	2	105
7	8	16	3	123
8	0	17	1	149
9	13	6	0	170
10	9	10	4	140
11	1	9	3	130
12	18	15	3	91
13	6	15	2	94
14	17	15	0	202
15	13	7	3	94
16	14	8	4	110
17	1	17	0	71
18	17	10	4	236
19	11	16	3	189
20	1	4	4	158
21	0	14	2	105
22	12	14	4	125
23	6	4	1	176
24	9	13	0	123
25	2	15	0	139
26	18	7	0	206
27	18	3	3	78
28	15	12	0	114
29	4	18	1	239
30	5	1	2	74
31	1	0	1	70
32	13	12	4	83
33	8	7	4	189
34	4	17	0	80
35	9	9	4	227
36	12	19	0	232
37	8	15	1	219
38	10	0	0	88
39	16	18	1	209
40	8	2	3	93
41	5	0	4	183
42	12	7	1	222
43	10	3	4	117
44	12	12	3	227
45	16	9	3	197
46	11	1	0	110
47	18	14	2	78
48	16	17	2	183
49	5	1	0	57
50	19	3	4	244
51	18	17	3	155
52	2	18	1	51
53	14	13	0	233
54	7	2	0	217
55	4	15	3	218
56	1	3	4	55
57	15	3	0	167
58	16	17	1	167
59	0	19	4	113
60	18	9	3	172
61	1	8	1	141
62	5	11	1	230
63	18	11	0	138
64	19	6	0	207
65	18	18	1	102
66	10	7	4	169
67	11	11	1	102
68	15	5	1	240
69	5	19	1	82
70	16	17	2	96
71	8	5	4	97
72	19	7	1	234
73	18	12	2	183
74	3	5	0	200
75	14	8	2	185
76	17	15	1	146
77	7	15	4	209
78	19	12	2	98
79	13	8	3	224
80	14	11	0	84
81	5	4	1	224
82	14	4	4	240
83	0	19	0	81
84	4	16	2	163
85	11	3	2	164
86	11	2	4	121
87	10	13	3	87
88	13	14	3	152
89	7	2	2	154
90	8	13	1	244
91	4	19	1	101
92	7	2	3	79
93	5	12	2	142
94	1	1	3	66
95	10	7	1	62
96	16	1	2	69
97	2	6	2	128
98	4	2	3	101
99	4	11	2	68
100	3	15	0	211
101	0	3	2	177
102	3	3	1	126
103	6	9	4	138
104	3	0	0	129
105	13	13	2	50
106	13	1	4	232
107	4	13	4	102
108	15	15	2	199
109	7	18	3	206
110	16	17	3	129
111	11	15	1	150
112	12	1	2	118
113	1	10	3	91
114	17	9	2	80
115	17	2	3	96
116	18	19	1	123
117	19	14	0	132
118	0	8	1	158
119	4	8	0	217
120	6	15	0	87
121	12	19	3	145
122	6	11	1	77
123	13	13	2	135
124	3	19	4	101
125	7	4	2	105
126	5	6	3	76
127	10	9	2	112
128	4	14	3	209
129	5	10	3	127
130	3	6	1	148
131	5	6	4	146
132	6	7	3	243
133	16	4	3	204
134	8	7	3	154
135	4	13	1	173
136	3	14	1	222
137	6	11	4	89
138	6	4	1	176
139	9	7	0	231
140	14	13	3	192
141	4	0	0	228
142	16	9	3	55
143	4	3	3	106
144	18	18	0	215
145	2	18	3	138
146	1	16	3	220
147	5	14	2	102
148	1	18	1	229
149	14	17	4	215
150	3	15	2	195
151	17	8	0	61
152	18	2	3	148
153	6	13	4	228
154	6	7	3	96
155	11	13	2	173
156	16	10	0	225
157	16	2	3	86
158	9	6	3	66
159	12	5	4	242
160	5	2	4	151
161	6	11	3	225
162	12	11	4	188
163	0	8	1	212
164	5	7	2	51
165	15	19	4	199
166	16	13	2	140
167	18	16	3	171
168	15	3	4	142
169	2	16	4	112
170	19	18	2	95
171	8	5	4	216
172	17	3	3	124
173	16	4	3	132
174	0	1	4	60
175	4	1	1	59
176	6	14	4	184
177	19	1	1	211
178	12	17	1	187
179	18	4	0	88
180	15	13	0	54
181	12	18	0	210
182	9	12	2	127
183	12	19	4	188
184	17	15	3	220
185	7	4	0	213
186	11	15	4	247
187	7	6	3	67
188	10	6	3	179
189	8	7	4	84
190	4	5	3	103
191	19	12	2	241
192	11	5	4	124
193	17	16	4	155
194	9	19	2	180
195	12	4	4	95
196	19	13	0	50
197	9	4	3	116
198	9	18	0	115
199	1	10	4	87
200	1	5	3	146
201	11	9	3	199
202	16	11	3	138
203	9	3	4	183
204	15	5	1	173
205	0	9	1	95
206	6	17	4	108
207	2	6	3	206
208	10	19	4	185
209	8	19	1	241
210	17	4	0	135
211	12	11	2	93
212	9	12	2	196
213	5	2	4	198
214	17	9	1	208
215	1	5	4	160
216	15	11	1	185
217	12	14	2	212
218	19	6	1	98
219	6	7	2	178
220	4	4	1	98
221	16	4	2	171
222	15	14	1	138
223	11	10	4	177
224	2	10	2	130
225	17	12	4	167
226	0	15	0	229
227	5	16	1	134
228	10	10	2	130
229	5	13	1	174
230	19	19	1	146
231	14	10	3	213
232	8	8	3	75
233	7	1	0	88
234	9	2	4	229
235	12	17	3	240
236	13	17	4	64
237	14	10	3	141
238	0	11	3	116
239	9	7	4	171
240	5	17	0	75
241	4	1	1	83
242	9	19	0	119
243	1	5	1	83
244	7	6	0	199
245	11	15	2	235
246	6	17	0	162
247	6	16	4	127
248	5	7	4	138
249	12	0	3	137
250	6	3	0	90
251	14	9	1	175
252	3	13	4	197
253	9	10	2	184
254	1	16	0	201
255	10	1	1	169
256	2	15	3	79
257	3	5	2	84
258	9	15	4	117
259	18	0	4	141
260	15	11	0	102
261	10	10	2	94
262	6	16	2	199
263	9	16	1	115
264	7	5	4	54
265	12	9	0	50
266	7	3	1	172
267	15	8	3	153
268	5	19	4	179
269	10	6	4	133
270	6	9	2	132
271	16	14	4	150
272	15	9	3	191
273	17	4	2	147
274	11	8	2	182
275	1	19	2	187
276	13	0	2	86
277	6	16	0	201
278	10	15	2	185
279	7	8	1	82
280	6	0	1	233
281	15	8	1	178
282	9	8	3	130
283	10	4	4	93
284	7	18	2	128
285	9	12	4	110
286	10	19	4	53
287	15	4	4	72
288	6	18	1	167
289	10	10	0	110
290	15	7	1	204
291	3	4	3	212
292	6	6	0	85
293	0	4	4	184
294	18	10	1	72
295	1	1	1	250
296	19	15	1	65
297	14	15	1	85
298	13	8	3	248
299	9	1	1	129
300	2	19	2	159
301	15	1	2	187
302	11	7	3	136
303	16	0	4	127
304	10	13	0	234
305	2	8	3	220
306	17	16	1	112
307	2	14	2	190
308	6	6	3	115
309	16	13	4	154
310	17	18	4	120
311	15	18	2	152
312	8	6	0	222
313	4	4	1	99
314	16	3	2	245
315	12	17	3	141
316	14	8	4	222
317	7	0	4	182
318	11	2	4	155
319	9	2	3	208
320	15	10	4	107
321	3	11	3	245
322	4	6	2	144
323	19	14	3	218
324	14	2	2	230
325	3	18	0	142
326	12	8	1	86
327	16	8	2	61
328	2	16	2	136
329	18	14	2	223
330	6	7	2	59
331	4	6	0	207
332	3	3	2	176
333	12	17	2	149
334	5	6	0	240
335	18	10	0	112
336	5	10	0	77
337	10	17	0	176
338	8	1	4	212
339	8	10	0	72
340	13	0	0	215
341	15	4	3	137
342	0	15	1	167
343	0	15	1	187
344	4	7	4	70
345	2	4	1	160
346	8	8	2	63
347	5	11	4	74
348	2	15	2	110
349	8	14	3	228
350	5	2	4	121
351	8	11	0	203
352	16	15	2	88
353	2	18	1	245
354	16	3	0	240
355	9	1	3	166
356	15	2	4	175
357	13	1	3	246
358	5	6	3	123
359	14	16	0	109
360	7	0	2	67
361	17	6	1	230
362	0	18	3	161
363	0	15	0	247
364	8	12	0	232
365	15	8	3	99
366	19	4	3	140
367	16	1	0	115
368	12	15	0	66
369	11	18	1	87
370	0	18	4	211
371	16	3	4	77
372	19	17	3	215
373	11	3	0	161
374	2	9	3	241
375	5	18	1	89
376	7	14	3	85
377	11	16	1	110
378	19	1	1	207
379	15	8	3	70
380	19	0	2	226
381	1	9	3	247
382	8	10	3	136
383	6	10	1	56
384	1	3	2	108
385	0	8	3	92
386	8	5	1	223
387	0	9	2	166
388	18	10	0	197
389	8	14	4	76
390	15	10	0	238
391	2	3	1	107
392	9	1	1	244
393	5	11	0	242
394	7	8	3	53
395	9	5	1	197
396	12	8	3	114
397	0	17	3	157
398	10	7	2	52
399	19	11	2	79
400	14	17	0	113
401	9	2	3	147
402	1	8	3	89
403	19	10	4	173
404	1	11	4	96
405	14	3	1	202
406	11	6	2	101
407	8	7	3	85
408	17	17	1	211
409	12	9	0	206
410	11	16	1	209
411	15	3	1	168
412	19	6	2	167
413	13	8	1	154
414	4	15	2	226
415	8	2	3	247
416	12	14	1	121
417	5	12	4	121
418	11	17	1	134
419	4	1	0	66
420	7	17	1	238
421	18	19	4	221
422	8	13	1	133
423	1	1	3	219
424	12	10	4	204
425	14	4	3	105
426	5	8	0	116
427	0	10	4	224
428	9	3	3	92
429	6	11	2	109
430	2	13	2	247
431	1	13	0	144
432	7	5	4	71
433	7	1	1	212
434	5	0	4	165
435	2	11	2	109
436	12	19	0	166
437	6	1	4	202
438	2	2	4	173
439	19	19	0	221
440	11	10	2	176
441	17	0	2	68
442	10	7	1	88
443	11	1	3	51
