#Fusion Events Log:
#evnt, fam1, fam2, gen, spliceLoc
0	2	3	1	177
1	6	2	0	222
2	1	7	0	103
3	9	19	2	177
4	1	1	2	157
5	10	9	4	81
6	4	4	0	222
7	14	14	4	161
8	5	19	3	181
9	0	7	0	157
10	17	10	3	87
11	11	13	0	133
12	0	13	0	144
13	3	17	3	103
14	6	0	2	102
15	13	17	1	118
16	4	5	0	221
17	2	9	0	193
18	4	18	3	135
19	4	9	2	188
20	3	17	3	246
21	17	16	0	182
22	18	15	1	206
23	19	2	4	144
24	1	10	4	153
25	10	0	0	157
26	19	3	1	121
27	18	18	1	222
28	14	14	3	243
29	5	13	2	84
30	2	17	0	181
31	19	1	2	177
32	17	3	2	111
33	3	19	1	250
34	19	8	3	128
35	0	9	3	201
36	2	2	1	101
37	11	13	2	159
38	2	4	3	167
39	15	13	2	189
40	3	13	2	241
41	18	15	4	241
42	5	17	4	69
43	4	12	3	159
44	15	16	4	53
45	18	11	4	212
46	14	16	3	227
47	14	12	0	139
48	0	6	0	75
49	14	4	1	188
50	1	14	2	166
51	6	1	2	82
52	19	13	2	211
53	7	8	3	188
54	5	9	4	141
55	4	5	1	65
56	16	0	4	248
57	16	16	2	108
58	0	17	0	178
59	0	12	1	81
60	5	18	3	58
61	4	2	1	194
62	7	12	1	195
63	15	16	4	66
64	4	12	2	164
65	0	16	0	61
66	1	0	2	106
67	4	11	3	177
68	16	16	1	99
69	13	3	1	185
70	13	3	0	226
71	16	6	1	229
72	0	14	0	158
73	18	18	2	199
74	7	15	3	147
75	6	13	1	123
76	3	0	2	82
77	13	7	0	211
78	6	6	2	63
79	10	14	4	128
80	14	2	4	160
81	2	0	1	58
82	1	9	3	167
83	13	5	2	219
84	17	9	3	111
85	16	9	0	55
86	9	2	4	194
87	7	10	3	233
88	2	6	0	83
89	0	5	2	141
90	2	0	1	237
91	14	5	3	95
92	13	17	2	229
93	2	10	1	75
94	18	17	1	71
95	9	17	3	192
96	15	18	4	73
97	11	17	2	142
98	9	19	3	105
99	18	15	0	129
100	7	19	4	226
101	18	2	3	81
102	3	6	4	115
103	1	18	4	167
104	5	2	3	162
105	17	15	4	232
106	8	19	2	54
107	12	11	4	52
108	19	12	4	151
109	7	10	1	82
110	18	7	0	211
111	14	13	3	180
112	9	5	1	161
113	6	5	4	157
114	18	7	0	74
115	12	10	4	206
116	1	10	3	132
117	9	17	3	82
118	15	9	1	132
119	18	7	2	61
120	3	6	2	242
121	0	4	3	199
122	2	19	0	94
123	6	7	1	220
124	7	17	2	192
125	9	2	2	140
126	7	5	3	136
127	12	4	2	128
128	17	8	2	99
129	0	10	0	182
130	19	17	4	177
131	11	1	1	114
132	7	12	2	221
133	17	8	4	61
134	8	7	0	70
135	9	1	4	123
136	11	3	0	71
137	15	18	3	117
138	0	15	2	93
139	2	16	2	245
140	3	8	2	115
141	10	17	3	78
142	17	12	1	62
143	5	18	0	233
144	10	3	0	213
145	18	19	4	65
146	8	5	4	78
147	7	5	1	233
148	17	5	1	71
149	3	2	4	134
150	13	8	2	223
151	10	3	2	102
152	19	6	1	89
153	1	15	0	161
154	9	7	3	121
155	10	3	2	90
156	17	12	0	60
157	3	19	3	151
158	11	1	3	201
159	0	11	0	206
160	5	13	4	201
161	10	14	1	226
162	10	12	1	132
163	1	15	0	238
164	0	2	3	202
165	8	18	0	89
166	3	19	1	208
167	18	7	4	228
168	9	12	0	213
169	8	8	1	223
170	12	3	4	237
171	5	0	2	245
172	1	14	2	195
173	15	18	1	100
174	2	14	4	110
175	0	9	4	52
176	5	7	4	117
177	0	19	3	77
178	1	4	4	121
179	5	14	0	236
180	8	14	1	181
181	18	9	1	231
182	13	0	1	172
183	7	10	0	177
184	18	9	4	177
185	0	12	1	69
186	4	1	2	78
187	9	2	4	192
188	6	8	4	52
189	4	13	0	217
190	16	5	1	87
191	6	9	3	231
192	4	9	3	166
193	4	14	2	188
194	6	13	1	82
195	2	6	3	188
196	15	13	0	195
197	2	6	3	78
198	7	3	2	248
199	18	0	2	91
200	15	8	0	137
201	19	13	4	126
202	17	5	1	113
203	11	16	1	109
204	10	19	4	97
205	1	1	2	212
206	5	8	4	135
207	18	14	2	64
208	15	19	0	56
209	2	16	1	164
210	19	5	3	214
211	2	17	1	53
212	0	7	4	177
213	1	13	4	174
214	19	7	3	70
215	19	4	2	105
216	14	4	1	160
217	17	13	0	110
218	1	18	0	67
219	16	15	4	123
220	11	7	4	139
221	13	0	4	93
222	12	6	0	180
223	16	15	0	67
224	17	6	4	137
225	11	4	1	198
226	7	9	4	243
227	10	5	1	159
228	0	1	2	77
229	4	18	0	55
230	2	0	1	147
231	14	10	3	86
232	17	3	3	206
233	16	18	3	94
234	0	7	2	94
235	9	0	0	238
236	9	4	3	124
237	8	8	4	105
238	1	11	1	120
239	6	10	4	61
240	19	19	4	87
241	0	6	3	225
242	3	11	1	59
243	18	9	1	102
244	16	18	0	162
245	14	15	1	141
246	17	14	3	133
247	5	11	1	236
248	1	9	0	230
249	1	16	1	98
250	11	17	3	198
251	6	3	3	95
252	17	1	3	233
253	14	19	0	185
254	19	14	2	166
255	7	2	4	182
