#Fusion Events Log:
#evnt, fam1, fam2, gen, spliceLoc
0	12	5	1	200
1	13	16	3	203
2	8	1	3	182
3	0	15	1	220
4	14	4	0	169
5	5	8	0	235
6	13	6	1	153
7	3	0	1	59
8	19	0	1	243
9	5	3	1	143
10	9	14	2	198
11	18	10	0	152
12	13	14	1	175
13	8	19	1	245
14	17	11	0	104
15	5	17	3	196
16	0	8	1	88
17	7	19	4	156
18	15	4	4	140
19	15	12	0	69
20	9	0	3	162
21	10	3	3	54
22	16	17	2	70
23	8	17	0	139
24	15	18	0	71
25	1	13	2	193
26	10	11	0	243
27	11	14	0	245
28	0	19	0	180
29	4	11	3	98
30	16	16	4	81
31	12	1	1	112
32	4	5	0	176
33	12	5	0	237
34	1	18	3	190
35	11	5	0	114
36	10	5	1	227
37	6	7	4	241
38	17	7	2	223
39	18	8	0	119
40	3	19	4	185
41	16	15	1	98
42	16	6	1	148
43	3	7	0	236
44	0	3	1	84
45	11	15	4	231
46	5	18	2	150
47	0	17	1	167
48	12	9	3	175
49	9	14	4	228
50	13	9	4	241
51	3	2	0	220
52	8	17	2	159
53	16	0	4	249
54	12	3	1	199
55	3	2	4	83
56	13	17	3	217
57	12	3	2	58
58	5	11	2	98
59	18	5	1	158
60	8	0	2	180
61	2	1	1	189
62	2	3	3	212
63	6	3	2	178
