#Fusion Events Log:
#evnt, fam1, fam2, gen, spliceLoc
0	9	12	1	97
1	1	0	0	75
2	1	4	2	131
3	2	3	4	122
4	10	11	0	132
5	2	14	3	108
6	4	0	1	158
7	4	4	4	124
8	4	1	0	223
9	0	4	1	113
10	19	18	2	58
11	11	2	1	162
12	12	8	0	225
13	6	6	2	87
14	11	6	3	125
15	9	15	1	89
16	13	15	4	70
17	12	1	1	84
18	19	3	1	83
19	6	6	3	136
20	11	5	0	74
21	3	10	1	174
22	1	10	1	229
23	1	9	3	180
24	6	12	1	155
25	17	6	3	140
26	13	10	0	242
27	3	1	3	80
28	12	18	0	143
29	14	4	3	73
30	3	1	0	212
31	7	3	2	69
32	3	7	1	175
33	3	8	2	176
34	5	8	2	145
35	17	5	2	192
36	12	2	4	57
37	0	2	3	161
38	13	5	1	249
39	4	7	0	246
40	0	3	0	91
41	15	17	4	105
42	0	11	4	182
43	12	2	2	134
44	6	3	1	93
45	16	8	0	155
46	7	4	2	77
47	12	12	3	137
48	18	10	2	147
49	11	13	0	147
50	5	15	4	151
51	17	14	4	103
52	14	2	4	139
53	7	15	2	201
54	4	2	0	121
55	8	14	2	176
56	3	4	2	107
57	0	2	3	89
58	10	18	1	190
59	2	6	1	82
60	6	9	0	233
61	7	12	3	52
62	3	4	0	180
63	3	5	0	138
64	11	1	1	199
65	17	15	3	57
66	14	12	1	88
67	3	0	1	136
68	1	13	1	69
69	16	16	0	195
70	17	9	0	149
71	12	18	2	211
72	13	17	1	170
73	19	17	0	103
74	6	1	1	119
75	9	6	3	235
76	5	18	4	185
77	3	4	3	152
78	10	10	3	154
79	11	6	0	137
80	0	17	3	221
81	4	19	3	79
82	11	0	2	57
83	10	15	2	73
84	6	0	3	63
85	8	6	0	232
86	16	4	3	97
87	0	7	1	221
88	11	16	0	239
89	13	17	3	249
90	18	2	1	80
91	4	10	0	157
92	6	2	0	237
93	16	12	3	132
94	9	3	3	86
95	4	0	3	138
96	12	12	3	81
97	11	10	4	64
98	12	0	3	196
99	13	12	1	116
100	1	15	0	83
101	12	17	2	118
102	11	10	2	192
103	5	10	2	83
104	3	19	4	233
105	8	6	4	198
106	12	18	2	139
107	17	4	4	51
108	7	17	2	161
109	11	11	4	64
110	6	13	3	104
111	14	2	4	80
112	10	14	1	82
113	17	6	2	127
114	19	14	4	129
115	8	1	1	162
116	2	3	3	111
117	19	1	3	66
118	5	11	2	200
119	11	0	4	87
120	9	19	0	165
121	16	9	4	165
122	7	19	4	147
123	6	5	0	190
124	1	19	1	231
125	9	17	3	144
126	2	13	2	200
127	5	4	3	150
