#Fusion Events Log:
#evnt, fam1, fam2, gen, spliceLoc
0	19	5	3	204
1	17	4	2	83
2	9	9	4	228
3	16	6	0	55
4	0	10	0	70
5	18	6	4	107
6	11	8	1	98
7	1	16	4	148
8	17	13	1	237
9	12	8	1	131
10	19	7	2	127
11	17	15	1	137
12	13	14	3	88
13	7	6	0	97
14	11	10	4	246
15	0	12	3	133
16	7	16	0	184
17	11	9	0	195
18	9	4	2	112
19	11	6	0	184
20	0	4	0	97
21	17	11	2	73
22	1	5	4	170
23	5	9	3	71
24	13	2	0	249
25	3	1	4	144
26	0	7	2	79
27	2	13	3	165
28	5	9	3	148
29	3	8	1	243
30	17	16	0	234
31	7	18	2	191
32	12	19	4	119
33	17	15	4	176
34	5	11	4	213
35	13	0	2	71
36	6	12	0	223
37	8	13	4	242
38	18	7	3	215
39	5	2	3	175
40	4	13	4	150
41	15	10	3	94
42	17	7	2	233
43	8	1	1	170
44	5	3	0	242
45	0	14	4	119
46	1	15	0	130
47	5	19	4	195
48	9	5	3	183
49	0	3	2	77
50	13	10	4	103
51	5	15	3	129
52	3	17	0	184
53	10	16	4	105
54	15	9	4	156
55	12	8	3	130
56	2	3	2	195
57	8	10	1	191
58	14	11	1	201
59	16	10	2	114
60	12	6	2	153
61	6	9	1	137
62	11	16	3	86
63	7	9	4	132
